Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,10000,10000,10000,10000,10000,75842300
2019-06-04,10000,10000,10000,10000,10000,47797800
2019-06-05,10000,10000,10000,10000,10000,34412700
2019-06-06,10000,10000,10000,10000,10000,29913200
2019-06-07,10000,10000,10000,10000,10000,45888300
2019-06-10,10000,10000,10000,10000,10000,41385300
2019-06-11,10000,10000,10000,10000,10000,41260300
2019-06-12,10000,10000,10000,10000,10000,27758100
2019-06-13,10000,10000,10000,10000,10000,23715800
2019-06-14,10000,10000,10000,10000,10000,22844100
2019-06-17,10000,10000,10000,10000,10000,20379500
2019-06-18,10000,10000,10000,10000,10000,48177300
2019-06-19,10000,10000,10000,10000,10000,31672900
2019-06-20,10000,10000,10000,10000,10000,40922000
2019-06-21,10000,10000,10000,10000,10000,39980400
2019-06-24,10000,10000,10000,10000,10000,19375200
2019-06-25,10000,10000,10000,10000,10000,33921100
2019-06-26,10000,10000,10000,10000,10000,22595700
2019-06-27,10000,10000,10000,10000,10000,19709200
2019-06-28,10000,10000,10000,10000,10000,21179200
2019-07-01,10283,10283,10283,10283,10283,31025600
2019-07-02,10283,10283,10283,10283,10283,18035800
2019-07-03,10283,10283,10283,10283,10283,15792100
2019-07-05,10283,10283,10283,10283,10283,21415600
2019-07-08,10283,10283,10283,10283,10283,17598800
2019-07-09,10283,10283,10283,10283,10283,19193500
2019-07-10,10283,10283,10283,10283,10283,28374500
2019-07-11,10283,10283,10283,10283,10283,23736100
2019-07-12,10283,10283,10283,10283,10283,20211900
2019-07-15,10283,10283,10283,10283,10283,15606100
2019-07-16,10283,10283,10283,10283,10283,20190900
2019-07-17,10283,10283,10283,10283,10283,16765100
2019-07-18,10283,10283,10283,10283,10283,28877000
2019-07-19,10283,10283,10283,10283,10283,29387900
2019-07-22,10283,10283,10283,10283,10283,18954900
2019-07-23,10283,10283,10283,10283,10283,23786700
2019-07-24,10283,10283,10283,10283,10283,20422900
2019-07-25,10283,10283,10283,10283,10283,23434700
2019-07-26,10283,10283,10283,10283,10283,20431200
2019-07-29,10283,10283,10283,10283,10283,20451700
2019-07-30,10283,10283,10283,10283,10283,18705000
2019-07-31,10283,10283,10283,10283,10283,41627500
2019-08-01,10283,10283,10283,10283,10283,63251600
2019-08-02,10283,10283,10283,10283,10283,55214000
2019-08-05,10283,10283,10283,10283,10283,75040000
2019-08-06,10283,10283,10283,10283,10283,41897200
2019-08-07,10283,10283,10283,10283,10283,49990600
2019-08-08,10283,10283,10283,10283,10283,38418100
2019-08-09,10283,10283,10283,10283,10283,33608900
2019-08-12,10283,10283,10283,10283,10283,24642900
2019-08-13,10283,10283,10283,10283,10283,40241900
2019-08-14,10283,10283,10283,10283,10283,51000500
2019-08-15,10283,10283,10283,10283,10283,36685000
2019-08-16,10283,10283,10283,10283,10283,32781400
2019-08-19,10283,10283,10283,10283,10283,22494100
2019-08-20,10283,10283,10283,10283,10283,19902900
2019-08-21,10283,10283,10283,10283,10283,20418500
2019-08-22,10283,10283,10283,10283,10283,24243700
2019-08-23,10283,10283,10283,10283,10283,55372400
2019-08-26,10283,10283,10283,10283,10283,27598900
2019-08-27,10283,10283,10283,10283,10283,28012800
2019-08-28,10283,10283,10283,10283,10283,21792400
2019-08-29,10283,10283,10283,10283,10283,25358900
2019-08-30,10283,10283,10283,10283,10283,26319800
2019-09-03,10283,10283,10283,10283,10283,27964200
2019-09-04,10283,10283,10283,10283,10283,21592100
2019-09-05,10283,10283,10283,10283,10283,33932600
2019-09-06,10283,10283,10283,10283,10283,19487800
2019-09-09,10283,10283,10283,10283,10283,24407600
2019-09-10,10283,10283,10283,10283,10283,23744700
2019-09-11,10283,10283,10283,10283,10283,25063600
2019-09-12,10283,10283,10283,10283,10283,28689900
2019-09-13,10283,10283,10283,10283,10283,27669800
2019-09-16,10283,10283,10283,10283,10283,20319000
2019-09-17,10283,10283,10283,10283,10283,20953400
2019-09-18,10283,10283,10283,10283,10283,29781300
2019-09-19,10283,10283,10283,10283,10283,26039400
2019-09-20,10283,10283,10283,10283,10283,29086100
2019-09-23,10283,10283,10283,10283,10283,22485900
2019-09-24,10283,10283,10283,10283,10283,40820700
2019-09-25,10283,10283,10283,10283,10283,34704900
2019-09-26,10283,10283,10283,10283,10283,26826000
2019-09-27,10283,10283,10283,10283,10283,40773500
2019-09-30,10283,10283,10283,10283,10283,26307700
2019-10-01,10283,10283,10283,10283,10283,32367600
2019-10-02,10283,10283,10283,10283,10283,48544300
2019-10-03,10283,10283,10283,10283,10283,39392500
2019-10-04,10283,10283,10283,10283,10283,31887600
2019-10-07,10283,10283,10283,10283,10283,21216000
2019-10-08,10283,10283,10283,10283,10283,32379300
2019-10-09,10283,10283,10283,10283,10283,20147400
2019-10-10,10283,10283,10283,10283,10283,25177700
2019-10-11,10283,10283,10283,10283,10283,40976700
2019-10-14,10283,10283,10283,10283,10283,14975000
2019-10-15,10283,10283,10283,10283,10283,23234200
2019-10-16,10283,10283,10283,10283,10283,20457100
2019-10-17,10283,10283,10283,10283,10283,19045200
2019-10-18,10283,10283,10283,10283,10283,27700800
2019-10-21,10283,10283,10283,10283,10283,15801200
2019-10-22,10283,10283,10283,10283,10283,22392300
2019-10-23,10283,10283,10283,10283,10283,14828400
2019-10-24,10283,10283,10283,10283,10283,18998500
2019-10-25,10283,10283,10283,10283,10283,21507100
2019-10-28,10283,10283,10283,10283,10283,18818700
2019-10-29,10283,10283,10283,10283,10283,18569700
2019-10-30,10283,10283,10283,10283,10283,21764300
2019-10-31,10283,10283,10283,10283,10283,26801800
2019-11-01,10283,10283,10283,10283,10283,22131900
2019-11-04,10283,10283,10283,10283,10283,19015900
2019-11-05,10283,10283,10283,10283,10283,15048900
2019-11-06,10283,10283,10283,10283,10283,19725500
2019-11-07,10283,10283,10283,10283,10283,17832400
2019-11-08,10283,10283,10283,10283,10283,15258800
2019-11-11,10283,10283,10283,10283,10283,10147600
2019-11-12,10283,10283,10283,10283,10283,14778300
2019-11-13,10283,10283,10283,10283,10283,15774600
2019-11-14,10283,10283,10283,10283,10283,16945400
2019-11-15,10283,10283,10283,10283,10283,18427900
2019-11-18,10283,10283,10283,10283,10283,18365900
2019-11-19,10283,10283,10283,10283,10283,16923300
2019-11-20,10283,10283,10283,10283,10283,36629000
2019-11-21,10283,10283,10283,10283,10283,17883600
2019-11-22,10283,10283,10283,10283,10283,17189600
2019-11-25,10283,10283,10283,10283,10283,17752800
2019-11-26,10283,10283,10283,10283,10283,14780600
2019-11-27,10283,10283,10283,10283,10283,16963100
2019-11-29,10283,10283,10283,10283,10283,9854600
2019-12-02,10283,10283,10283,10283,10283,28007000
2019-12-03,10283,10283,10283,10283,10283,31104100
2019-12-04,10283,10283,10283,10283,10283,15300100
2019-12-05,10283,10283,10283,10283,10283,14962300
2019-12-06,10283,10283,10283,10283,10283,16555300
2019-12-09,10283,10283,10283,10283,10283,13984100
2019-12-10,10283,10283,10283,10283,10283,21799800
2019-12-11,10283,10283,10283,10283,10283,18780800
2019-12-12,10283,10283,10283,10283,10283,32612000
2019-12-13,10283,10283,10283,10283,10283,32519400
2019-12-16,10283,10283,10283,10283,10283,21296600
2019-12-17,10283,10283,10283,10283,10283,15996100
2019-12-18,10283,10283,10283,10283,10283,15443300
2019-12-19,10283,10283,10283,10283,10283,17865900
2019-12-20,10283,10283,10283,10283,10283,27672600
2019-12-23,10283,10283,10283,10283,10283,23774700
2019-12-24,10283,10283,10283,10283,10283,7089000
2019-12-26,10283,10283,10283,10283,10283,17067500
2019-12-27,10283,10283,10283,10283,10283,18134100
2019-12-30,10283,10283,10283,10283,10283,21815500
2019-12-31,10283,10283,10283,10283,10283,18170900
2020-01-02,10566,10566,10566,10566,10566,30969400
2020-01-03,10566,10566,10566,10566,10566,27518900
2020-01-06,10566,10566,10566,10566,10566,21655300
2020-01-07,10566,10566,10566,10566,10566,22139300
2020-01-08,10566,10566,10566,10566,10566,26397300
2020-01-09,10566,10566,10566,10566,10566,23547000
2020-01-10,10566,10566,10566,10566,10566,21898500
2020-01-13,10566,10566,10566,10566,10566,22756900
2020-01-14,10566,10566,10566,10566,10566,24418100
2020-01-15,10566,10566,10566,10566,10566,25742100
2020-01-16,10566,10566,10566,10566,10566,18805000
2020-01-17,10566,10566,10566,10566,10566,24325200
2020-01-21,10566,10566,10566,10566,10566,21146300
2020-01-22,10566,10566,10566,10566,10566,20736400
2020-01-23,10566,10566,10566,10566,10566,26496100
2020-01-24,10566,10566,10566,10566,10566,37436500
2020-01-27,10566,10566,10566,10566,10566,42264400
2020-01-28,10566,10566,10566,10566,10566,26731900
2020-01-29,10566,10566,10566,10566,10566,28924500
2020-01-30,10566,10566,10566,10566,10566,39568100
2020-01-31,10566,10566,10566,10566,10566,52015800
2020-02-03,10566,10566,10566,10566,10566,25408600
2020-02-04,10566,10566,10566,10566,10566,30691200
2020-02-05,10566,10566,10566,10566,10566,38534800
2020-02-06,10566,10566,10566,10566,10566,22467100
2020-02-07,10566,10566,10566,10566,10566,25884900
2020-02-10,10566,10566,10566,10566,10566,21478900
2020-02-11,10566,10566,10566,10566,10566,30198000
2020-02-12,10566,10566,10566,10566,10566,24471300
2020-02-13,10566,10566,10566,10566,10566,22773200
2020-02-14,10566,10566,10566,10566,10566,23438500
2020-02-18,10566,10566,10566,10566,10566,24394500
2020-02-19,10566,10566,10566,10566,10566,22230500
2020-02-20,10566,10566,10566,10566,10566,42604000
2020-02-21,10566,10566,10566,10566,10566,66017200
2020-02-24,10566,10566,10566,10566,10566,84522600
2020-02-25,10566,10566,10566,10566,10566,97743000
2020-02-26,10566,10566,10566,10566,10566,79537700
2020-02-27,10566,10566,10566,10566,10566,121822600
2020-02-28,10566,10566,10566,10566,10566,148173700
2020-03-02,10566,10566,10566,10566,10566,112933900
2020-03-03,10566,10566,10566,10566,10566,131953500
2020-03-04,10566,10566,10566,10566,10566,73086200
2020-03-05,10566,10566,10566,10566,10566,78705500
2020-03-06,10566,10566,10566,10566,10566,89828400
2020-03-09,10566,10566,10566,10566,10566,116424000
2020-03-10,10566,10566,10566,10566,10566,100599200
2020-03-11,10566,10566,10566,10566,10566,89168800
2020-03-12,10566,10566,10566,10566,10566,137820700
2020-03-13,10566,10566,10566,10566,10566,134882000
2020-03-16,10566,10566,10566,10566,10566,92054400
2020-03-17,10566,10566,10566,10566,10566,121257100
2020-03-18,10566,10566,10566,10566,10566,114156300
2020-03-19,10566,10566,10566,10566,10566,120896500
2020-03-20,10566,10566,10566,10566,10566,118983900
2020-03-23,10566,10566,10566,10566,10566,124639800
2020-03-24,10566,10566,10566,10566,10566,94881800
2020-03-25,10566,10566,10566,10566,10566,88754900
2020-03-26,10566,10566,10566,10566,10566,79887600
2020-03-27,10566,10566,10566,10566,10566,58845000
2020-03-30,10566,10566,10566,10566,10566,49356900
2020-03-31,10566,10566,10566,10566,10566,62659300
2020-04-01,10566,10566,10566,10566,10566,53715400
2020-04-02,10566,10566,10566,10566,10566,56465300
2020-04-03,10566,10566,10566,10566,10566,47487600
2020-04-06,10566,10566,10566,10566,10566,64763500
2020-04-07,10566,10566,10566,10566,10566,69904500
2020-04-08,10566,10566,10566,10566,10566,45940400
2020-04-09,10566,10566,10566,10566,10566,68252600
2020-04-13,10566,10566,10566,10566,10566,42853900
2020-04-14,10566,10566,10566,10566,10566,63959600
2020-04-15,10566,10566,10566,10566,10566,47036000
2020-04-16,10566,10566,10566,10566,10566,64657400
2020-04-17,10566,10566,10566,10566,10566,62863200
2020-04-20,10566,10566,10566,10566,10566,38249100
2020-04-21,10566,10566,10566,10566,10566,72932800
2020-04-22,10566,10566,10566,10566,10566,40089100
2020-04-23,10566,10566,10566,10566,10566,43278500
2020-04-24,10566,10566,10566,10566,10566,34231900
2020-04-27,10566,10566,10566,10566,10566,36451700
2020-04-28,10566,10566,10566,10566,10566,46862800
2020-04-29,10566,10566,10566,10566,10566,48716400
2020-04-30,10566,10566,10566,10566,10566,43359500
2020-05-01,10566,10566,10566,10566,10566,48795000
2020-05-04,10566,10566,10566,10566,10566,32841000
2020-05-05,10566,10566,10566,10566,10566,37783100
2020-05-06,10566,10566,10566,10566,10566,36455200
2020-05-07,10566,10566,10566,10566,10566,38624800
2020-05-08,10566,10566,10566,10566,10566,31852300
2020-05-11,10566,10566,10566,10566,10566,35714100
2020-05-12,10566,10566,10566,10566,10566,41054100
2020-05-13,10566,10566,10566,10566,10566,65521200
2020-05-14,10566,10566,10566,10566,10566,51549300
2020-05-15,10566,10566,10566,10566,10566,55747200
2020-05-18,10566,10566,10566,10566,10566,42398100
2020-05-19,10566,10566,10566,10566,10566,36237300
2020-05-20,10566,10566,10566,10566,10566,37417000
2020-05-21,10566,10566,10566,10566,10566,43642900
2020-05-22,10566,10566,10566,10566,10566,28762400
2020-05-26,10566,10566,10566,10566,10566,33055300
2020-05-27,10566,10566,10566,10566,10566,55665600
2020-05-28,10566,10566,10566,10566,10566,42784300
2020-05-29,10566,10566,10566,10566,10566,50691800
2020-06-01,10566,10566,10566,10566,10566,25776000
2020-06-02,10566,10566,10566,10566,10566,33383400
2020-06-03,10566,10566,10566,10566,10566,37228700
2020-06-04,10566,10566,10566,10566,10566,38716100
2020-06-05,10566,10566,10566,10566,10566,47365600
2020-06-08,10566,10566,10566,10566,10566,32937300
2020-06-09,10566,10566,10566,10566,10566,35046300
2020-06-10,10566,10566,10566,10566,10566,58084400
2020-06-11,10566,10566,10566,10566,10566,72919400
2020-06-12,10566,10566,10566,10566,10566,72034800
2020-06-15,10566,10566,10566,10566,10566,45307400
2020-06-16,10566,10566,10566,10566,10566,48890100
2020-06-17,10566,10566,10566,10566,10566,34749300
2020-06-18,10566,10566,10566,10566,10566,30578600
2020-06-19,10566,10566,10566,10566,10566,49422100
2020-06-22,10566,10566,10566,10566,10566,24068700
2020-06-23,10566,10566,10566,10566,10566,32767400
2020-06-24,10566,10566,10566,10566,10566,46032400
2020-06-25,10566,10566,10566,10566,10566,36940800
2020-06-26,10566,10566,10566,10566,10566,52824600
2020-06-29,10566,10566,10566,10566,10566,34377800
2020-06-30,10566,10566,10566,10566,10566,38909200
2020-07-01,10849,10849,10849,10849,10849,34689200
2020-07-02,10849,10849,10849,10849,10849,31956500
2020-07-06,10849,10849,10849,10849,10849,34589000
2020-07-07,10849,10849,10849,10849,10849,36578200
2020-07-08,10849,10849,10849,10849,10849,30426300
2020-07-09,10849,10849,10849,10849,10849,40312900
2020-07-10,10849,10849,10849,10849,10849,32885300
2020-07-13,10849,10849,10849,10849,10849,64108100
2020-07-14,10849,10849,10849,10849,10849,72230500
2020-07-15,10849,10849,10849,10849,10849,54523900
2020-07-16,10849,10849,10849,10849,10849,47594100
2020-07-17,10849,10849,10849,10849,10849,35137900
2020-07-20,10849,10849,10849,10849,10849,40610100
2020-07-21,10849,10849,10849,10849,10849,43243800
2020-07-22,10849,10849,10849,10849,10849,29865500
2020-07-23,10849,10849,10849,10849,10849,51363500
2020-07-24,10849,10849,10849,10849,10849,54054500
2020-07-27,10849,10849,10849,10849,10849,36445700
2020-07-28,10849,10849,10849,10849,10849,31302400
2020-07-29,10849,10849,10849,10849,10849,27556900
2020-07-30,10849,10849,10849,10849,10849,41774500
2020-07-31,10849,10849,10849,10849,10849,53686300
2020-08-03,10849,10849,10849,10849,10849,32081600
2020-08-04,10849,10849,10849,10849,10849,24911300
2020-08-05,10849,10849,10849,10849,10849,21612100
2020-08-06,10849,10849,10849,10849,10849,28048200
2020-08-07,10849,10849,10849,10849,10849,44969400
2020-08-10,10849,10849,10849,10849,10849,35088400
2020-08-11,10849,10849,10849,10849,10849,43104300
2020-08-12,10849,10849,10849,10849,10849,38773400
2020-08-13,10849,10849,10849,10849,10849,31895700
2020-08-14,10849,10849,10849,10849,10849,30799500
2020-08-17,10849,10849,10849,10849,10849,24803000
2020-08-18,10849,10849,10849,10849,10849,23529500
2020-08-19,10849,10849,10849,10849,10849,31999400
2020-08-20,10849,10849,10849,10849,10849,27723400
2020-08-21,10849,10849,10849,10849,10849,34748900
2020-08-24,10849,10849,10849,10849,10849,36418500
2020-08-25,10849,10849,10849,10849,10849,34866600
2020-08-26,10849,10849,10849,10849,10849,42216700
2020-08-27,10849,10849,10849,10849,10849,49482700
2020-08-28,10849,10849,10849,10849,10849,28021000
2020-08-31,10849,10849,10849,10849,10849,36321000
2020-09-01,10849,10849,10849,10849,10849,36216200
2020-09-02,10849,10849,10849,10849,10849,50836800
2020-09-03,10849,10849,10849,10849,10849,110083300
2020-09-04,10849,10849,10849,10849,10849,123959000
2020-09-08,10849,10849,10849,10849,10849,99568600
2020-09-09,10849,10849,10849,10849,10849,64837900
2020-09-10,10849,10849,10849,10849,10849,69667500
2020-09-11,10849,10849,10849,10849,10849,71809000
2020-09-14,10849,10849,10849,10849,10849,38525200
2020-09-15,10849,10849,10849,10849,10849,41849900
2020-09-16,10849,10849,10849,10849,10849,42321000
2020-09-17,10849,10849,10849,10849,10849,81570800
2020-09-18,10849,10849,10849,10849,10849,86251100
2020-09-21,10849,10849,10849,10849,10849,57168600
2020-09-22,10849,10849,10849,10849,10849,41128900
2020-09-23,10849,10849,10849,10849,10849,48837300
2020-09-24,10849,10849,10849,10849,10849,70631700
2020-09-25,10849,10849,10849,10849,10849,55242400
2020-09-28,10849,10849,10849,10849,10849,58438300
2020-09-29,10849,10849,10849,10849,10849,27050000
2020-09-30,10849,10849,10849,10849,10849,49380800
2020-10-01,10849,10849,10849,10849,10849,50020200
2020-10-02,10849,10849,10849,10849,10849,75497400
2020-10-05,10849,10849,10849,10849,10849,28184600
2020-10-06,10849,10849,10849,10849,10849,49704200
2020-10-07,10849,10849,10849,10849,10849,27539700
2020-10-08,10849,10849,10849,10849,10849,25443300
2020-10-09,10849,10849,10849,10849,10849,30201100
2020-10-12,10849,10849,10849,10849,10849,79370700
2020-10-13,10849,10849,10849,10849,10849,64240000
2020-10-14,10849,10849,10849,10849,10849,36949100
2020-10-15,10849,10849,10849,10849,10849,42514200
2020-10-16,10849,10849,10849,10849,10849,40570700
2020-10-19,10849,10849,10849,10849,10849,36756800
2020-10-20,10849,10849,10849,10849,10849,32195400
2020-10-21,10849,10849,10849,10849,10849,29306100
2020-10-22,10849,10849,10849,10849,10849,32196200
2020-10-23,10849,10849,10849,10849,10849,24658500
2020-10-26,10849,10849,10849,10849,10849,38421100
2020-10-27,10849,10849,10849,10849,10849,30559100
2020-10-28,10849,10849,10849,10849,10849,53413500
2020-10-29,10849,10849,10849,10849,10849,43246300
2020-10-30,10849,10849,10849,10849,10849,65838300
2020-11-02,10849,10849,10849,10849,10849,39987400
2020-11-03,10849,10849,10849,10849,10849,43604100
2020-11-04,10849,10849,10849,10849,10849,75728200
2020-11-05,10849,10849,10849,10849,10849,52054200
2020-11-06,10849,10849,10849,10849,10849,40959800
2020-11-09,10849,10849,10849,10849,10849,86537100
2020-11-10,10849,10849,10849,10849,10849,69024900
2020-11-11,10849,10849,10849,10849,10849,36102900
2020-11-12,10849,10849,10849,10849,10849,34414600
2020-11-13,10849,10849,10849,10849,10849,24806900
2020-11-16,10849,10849,10849,10849,10849,30168400
2020-11-17,10849,10849,10849,10849,10849,21843500
2020-11-18,10849,10849,10849,10849,10849,28069600
2020-11-19,10849,10849,10849,10849,10849,22718400
2020-11-20,10849,10849,10849,10849,10849,25907300
2020-11-23,10849,10849,10849,10849,10849,26875600
2020-11-24,10849,10849,10849,10849,10849,24516800
2020-11-25,10849,10849,10849,10849,10849,23326800
2020-11-27,10849,10849,10849,10849,10849,17163100
2020-11-30,10849,10849,10849,10849,10849,27836200
2020-12-01,10849,10849,10849,10849,10849,27521300
2020-12-02,10849,10849,10849,10849,10849,23620000
2020-12-03,10849,10849,10849,10849,10849,22828700
2020-12-04,10849,10849,10849,10849,10849,19332100
2020-12-07,10849,10849,10849,10849,10849,20851000
2020-12-08,10849,10849,10849,10849,10849,18341500
2020-12-09,10849,10849,10849,10849,10849,48839300
2020-12-10,10849,10849,10849,10849,10849,27519500
2020-12-11,10849,10849,10849,10849,10849,26760400
2020-12-14,10849,10849,10849,10849,10849,28804800
2020-12-15,10849,10849,10849,10849,10849,25709000
2020-12-16,10849,10849,10849,10849,10849,25461900
2020-12-17,10849,10849,10849,10849,10849,23730500
2020-12-18,10849,10849,10849,10849,10849,41173400
2020-12-21,10849,10849,10849,10849,10849,37095500
2020-12-22,10849,10849,10849,10849,10849,26176300
2020-12-23,10849,10849,10849,10849,10849,21201300
2020-12-24,10849,10849,10849,10849,10849,16785000
2020-12-28,10849,10849,10849,10849,10849,22497700
2020-12-29,10849,10849,10849,10849,10849,25871900
2020-12-30,10849,10849,10849,10849,10849,18138100
2020-12-31,10849,10849,10849,10849,10849,21611400
2021-01-04,11132,11132,11132,11132,11132,45305900
2021-01-05,11132,11132,11132,11132,11132,29323400
2021-01-06,11132,11132,11132,11132,11132,52809600
2021-01-07,11132,11132,11132,11132,11132,30394800
2021-01-08,11132,11132,11132,11132,11132,33955800
2021-01-11,11132,11132,11132,11132,11132,32746400
2021-01-12,11132,11132,11132,11132,11132,29266800
2021-01-13,11132,11132,11132,11132,11132,22898400
2021-01-14,11132,11132,11132,11132,11132,23500100
2021-01-15,11132,11132,11132,11132,11132,35118700
2021-01-19,11132,11132,11132,11132,11132,24537000
2021-01-20,11132,11132,11132,11132,11132,30728100
2021-01-21,11132,11132,11132,11132,11132,25130600
2021-01-22,11132,11132,11132,11132,11132,21609400
2021-01-25,11132,11132,11132,11132,11132,39080600
2021-01-26,11132,11132,11132,11132,11132,25498100
2021-01-27,11132,11132,11132,11132,11132,55264000
2021-01-28,11132,11132,11132,11132,11132,42836300
2021-01-29,11132,11132,11132,11132,11132,55259000
2021-02-01,11132,11132,11132,11132,11132,35646000
2021-02-02,11132,11132,11132,11132,11132,33930800
2021-02-03,11132,11132,11132,11132,11132,24824500
2021-02-04,11132,11132,11132,11132,11132,22350900
2021-02-05,11132,11132,11132,11132,11132,22732000
2021-02-08,11132,11132,11132,11132,11132,20462800
2021-02-09,11132,11132,11132,11132,11132,17597500
2021-02-10,11132,11132,11132,11132,11132,28068700
2021-02-11,11132,11132,11132,11132,11132,22046100
2021-02-12,11132,11132,11132,11132,11132,20346800
2021-02-16,11132,11132,11132,11132,11132,27080800
2021-02-17,11132,11132,11132,11132,11132,31360300
