Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,10000,10000,10000,10000,10000,75842300
2019-06-04,10000,10000,10000,10000,10000,47797800
2019-06-05,10000,10000,10000,10000,10000,34412700
2019-06-06,10000,10000,10000,10000,10000,29913200
2019-06-07,10000,10000,10000,10000,10000,45888300
2019-06-10,10000,10000,10000,10000,10000,41385300
2019-06-11,10000,10000,10000,10000,10000,41260300
2019-06-12,10000,10000,10000,10000,10000,27758100
2019-06-13,10000,10000,10000,10000,10000,23715800
2019-06-14,10000,10000,10000,10000,10000,22844100
2019-06-17,10000,10000,10000,10000,10000,20379500
2019-06-18,10000,10000,10000,10000,10000,48177300
2019-06-19,10000,10000,10000,10000,10000,31672900
2019-06-20,10000,10000,10000,10000,10000,40922000
2019-06-21,10000,10000,10000,10000,10000,39980400
2019-06-24,10000,10000,10000,10000,10000,19375200
2019-06-25,10000,10000,10000,10000,10000,33921100
2019-06-26,10000,10000,10000,10000,10000,22595700
2019-06-27,10000,10000,10000,10000,10000,19709200
2019-06-28,10000,10000,10000,10000,10000,21179200
2019-07-01,10962,10962,10962,10962,10962,31025600
2019-07-02,10962,10962,10962,10962,10962,18035800
2019-07-03,10962,10962,10962,10962,10962,15792100
2019-07-05,10962,10962,10962,10962,10962,21415600
2019-07-08,10962,10962,10962,10962,10962,17598800
2019-07-09,10962,10962,10962,10962,10962,19193500
2019-07-10,10962,10962,10962,10962,10962,28374500
2019-07-11,10962,10962,10962,10962,10962,23736100
2019-07-12,10962,10962,10962,10962,10962,20211900
2019-07-15,10962,10962,10962,10962,10962,15606100
2019-07-16,10962,10962,10962,10962,10962,20190900
2019-07-17,10962,10962,10962,10962,10962,16765100
2019-07-18,10962,10962,10962,10962,10962,28877000
2019-07-19,10962,10962,10962,10962,10962,29387900
2019-07-22,10962,10962,10962,10962,10962,18954900
2019-07-23,10962,10962,10962,10962,10962,23786700
2019-07-24,10962,10962,10962,10962,10962,20422900
2019-07-25,10962,10962,10962,10962,10962,23434700
2019-07-26,10962,10962,10962,10962,10962,20431200
2019-07-29,10962,10962,10962,10962,10962,20451700
2019-07-30,10962,10962,10962,10962,10962,18705000
2019-07-31,10962,10962,10962,10962,10962,41627500
2019-08-01,10962,10962,10962,10962,10962,63251600
2019-08-02,10962,10962,10962,10962,10962,55214000
2019-08-05,10962,10962,10962,10962,10962,75040000
2019-08-06,10962,10962,10962,10962,10962,41897200
2019-08-07,10962,10962,10962,10962,10962,49990600
2019-08-08,10962,10962,10962,10962,10962,38418100
2019-08-09,10962,10962,10962,10962,10962,33608900
2019-08-12,10962,10962,10962,10962,10962,24642900
2019-08-13,10962,10962,10962,10962,10962,40241900
2019-08-14,10962,10962,10962,10962,10962,51000500
2019-08-15,10962,10962,10962,10962,10962,36685000
2019-08-16,10962,10962,10962,10962,10962,32781400
2019-08-19,10962,10962,10962,10962,10962,22494100
2019-08-20,10962,10962,10962,10962,10962,19902900
2019-08-21,10962,10962,10962,10962,10962,20418500
2019-08-22,10962,10962,10962,10962,10962,24243700
2019-08-23,10962,10962,10962,10962,10962,55372400
2019-08-26,10962,10962,10962,10962,10962,27598900
2019-08-27,10962,10962,10962,10962,10962,28012800
2019-08-28,10962,10962,10962,10962,10962,21792400
2019-08-29,10962,10962,10962,10962,10962,25358900
2019-08-30,10962,10962,10962,10962,10962,26319800
2019-09-03,10962,10962,10962,10962,10962,27964200
2019-09-04,10962,10962,10962,10962,10962,21592100
2019-09-05,10962,10962,10962,10962,10962,33932600
2019-09-06,10962,10962,10962,10962,10962,19487800
2019-09-09,10962,10962,10962,10962,10962,24407600
2019-09-10,10962,10962,10962,10962,10962,23744700
2019-09-11,10962,10962,10962,10962,10962,25063600
2019-09-12,10962,10962,10962,10962,10962,28689900
2019-09-13,10962,10962,10962,10962,10962,27669800
2019-09-16,10962,10962,10962,10962,10962,20319000
2019-09-17,10962,10962,10962,10962,10962,20953400
2019-09-18,10962,10962,10962,10962,10962,29781300
2019-09-19,10962,10962,10962,10962,10962,26039400
2019-09-20,10962,10962,10962,10962,10962,29086100
2019-09-23,10962,10962,10962,10962,10962,22485900
2019-09-24,10962,10962,10962,10962,10962,40820700
2019-09-25,10962,10962,10962,10962,10962,34704900
2019-09-26,10962,10962,10962,10962,10962,26826000
2019-09-27,10962,10962,10962,10962,10962,40773500
2019-09-30,10962,10962,10962,10962,10962,26307700
2019-10-01,10962,10962,10962,10962,10962,32367600
2019-10-02,10962,10962,10962,10962,10962,48544300
2019-10-03,10962,10962,10962,10962,10962,39392500
2019-10-04,10962,10962,10962,10962,10962,31887600
2019-10-07,10962,10962,10962,10962,10962,21216000
2019-10-08,10962,10962,10962,10962,10962,32379300
2019-10-09,10962,10962,10962,10962,10962,20147400
2019-10-10,10962,10962,10962,10962,10962,25177700
2019-10-11,10962,10962,10962,10962,10962,40976700
2019-10-14,10962,10962,10962,10962,10962,14975000
2019-10-15,10962,10962,10962,10962,10962,23234200
2019-10-16,10962,10962,10962,10962,10962,20457100
2019-10-17,10962,10962,10962,10962,10962,19045200
2019-10-18,10962,10962,10962,10962,10962,27700800
2019-10-21,10962,10962,10962,10962,10962,15801200
2019-10-22,10962,10962,10962,10962,10962,22392300
2019-10-23,10962,10962,10962,10962,10962,14828400
2019-10-24,10962,10962,10962,10962,10962,18998500
2019-10-25,10962,10962,10962,10962,10962,21507100
2019-10-28,10962,10962,10962,10962,10962,18818700
2019-10-29,10962,10962,10962,10962,10962,18569700
2019-10-30,10962,10962,10962,10962,10962,21764300
2019-10-31,10962,10962,10962,10962,10962,26801800
2019-11-01,10962,10962,10962,10962,10962,22131900
2019-11-04,10962,10962,10962,10962,10962,19015900
2019-11-05,10962,10962,10962,10962,10962,15048900
2019-11-06,10962,10962,10962,10962,10962,19725500
2019-11-07,10962,10962,10962,10962,10962,17832400
2019-11-08,10962,10962,10962,10962,10962,15258800
2019-11-11,10962,10962,10962,10962,10962,10147600
2019-11-12,10962,10962,10962,10962,10962,14778300
2019-11-13,10962,10962,10962,10962,10962,15774600
2019-11-14,10962,10962,10962,10962,10962,16945400
2019-11-15,10962,10962,10962,10962,10962,18427900
2019-11-18,10962,10962,10962,10962,10962,18365900
2019-11-19,10962,10962,10962,10962,10962,16923300
2019-11-20,10962,10962,10962,10962,10962,36629000
2019-11-21,10962,10962,10962,10962,10962,17883600
2019-11-22,10962,10962,10962,10962,10962,17189600
2019-11-25,10962,10962,10962,10962,10962,17752800
2019-11-26,10962,10962,10962,10962,10962,14780600
2019-11-27,10962,10962,10962,10962,10962,16963100
2019-11-29,10962,10962,10962,10962,10962,9854600
2019-12-02,10962,10962,10962,10962,10962,28007000
2019-12-03,10962,10962,10962,10962,10962,31104100
2019-12-04,10962,10962,10962,10962,10962,15300100
2019-12-05,10962,10962,10962,10962,10962,14962300
2019-12-06,10962,10962,10962,10962,10962,16555300
2019-12-09,10962,10962,10962,10962,10962,13984100
2019-12-10,10962,10962,10962,10962,10962,21799800
2019-12-11,10962,10962,10962,10962,10962,18780800
2019-12-12,10962,10962,10962,10962,10962,32612000
2019-12-13,10962,10962,10962,10962,10962,32519400
2019-12-16,10962,10962,10962,10962,10962,21296600
2019-12-17,10962,10962,10962,10962,10962,15996100
2019-12-18,10962,10962,10962,10962,10962,15443300
2019-12-19,10962,10962,10962,10962,10962,17865900
2019-12-20,10962,10962,10962,10962,10962,27672600
2019-12-23,10962,10962,10962,10962,10962,23774700
2019-12-24,10962,10962,10962,10962,10962,7089000
2019-12-26,10962,10962,10962,10962,10962,17067500
2019-12-27,10962,10962,10962,10962,10962,18134100
2019-12-30,10962,10962,10962,10962,10962,21815500
2019-12-31,10962,10962,10962,10962,10962,18170900
2020-01-02,11924,11924,11924,11924,11924,30969400
2020-01-03,11924,11924,11924,11924,11924,27518900
2020-01-06,11924,11924,11924,11924,11924,21655300
2020-01-07,11924,11924,11924,11924,11924,22139300
2020-01-08,11924,11924,11924,11924,11924,26397300
2020-01-09,11924,11924,11924,11924,11924,23547000
2020-01-10,11924,11924,11924,11924,11924,21898500
2020-01-13,11924,11924,11924,11924,11924,22756900
2020-01-14,11924,11924,11924,11924,11924,24418100
2020-01-15,11924,11924,11924,11924,11924,25742100
2020-01-16,11924,11924,11924,11924,11924,18805000
2020-01-17,11924,11924,11924,11924,11924,24325200
2020-01-21,11924,11924,11924,11924,11924,21146300
2020-01-22,11924,11924,11924,11924,11924,20736400
2020-01-23,11924,11924,11924,11924,11924,26496100
2020-01-24,11924,11924,11924,11924,11924,37436500
2020-01-27,11924,11924,11924,11924,11924,42264400
2020-01-28,11924,11924,11924,11924,11924,26731900
2020-01-29,11924,11924,11924,11924,11924,28924500
2020-01-30,11924,11924,11924,11924,11924,39568100
2020-01-31,11924,11924,11924,11924,11924,52015800
2020-02-03,11924,11924,11924,11924,11924,25408600
2020-02-04,11924,11924,11924,11924,11924,30691200
2020-02-05,11924,11924,11924,11924,11924,38534800
2020-02-06,11924,11924,11924,11924,11924,22467100
2020-02-07,11924,11924,11924,11924,11924,25884900
2020-02-10,11924,11924,11924,11924,11924,21478900
2020-02-11,11924,11924,11924,11924,11924,30198000
2020-02-12,11924,11924,11924,11924,11924,24471300
2020-02-13,11924,11924,11924,11924,11924,22773200
2020-02-14,11924,11924,11924,11924,11924,23438500
2020-02-18,11924,11924,11924,11924,11924,24394500
2020-02-19,11924,11924,11924,11924,11924,22230500
2020-02-20,11924,11924,11924,11924,11924,42604000
2020-02-21,11924,11924,11924,11924,11924,66017200
2020-02-24,11924,11924,11924,11924,11924,84522600
2020-02-25,11924,11924,11924,11924,11924,97743000
2020-02-26,11924,11924,11924,11924,11924,79537700
2020-02-27,11924,11924,11924,11924,11924,121822600
2020-02-28,11924,11924,11924,11924,11924,148173700
2020-03-02,11924,11924,11924,11924,11924,112933900
2020-03-03,11924,11924,11924,11924,11924,131953500
2020-03-04,11924,11924,11924,11924,11924,73086200
2020-03-05,11924,11924,11924,11924,11924,78705500
2020-03-06,11924,11924,11924,11924,11924,89828400
2020-03-09,11924,11924,11924,11924,11924,116424000
2020-03-10,11924,11924,11924,11924,11924,100599200
2020-03-11,11924,11924,11924,11924,11924,89168800
2020-03-12,11924,11924,11924,11924,11924,137820700
2020-03-13,11924,11924,11924,11924,11924,134882000
2020-03-16,11924,11924,11924,11924,11924,92054400
2020-03-17,11924,11924,11924,11924,11924,121257100
2020-03-18,11924,11924,11924,11924,11924,114156300
2020-03-19,11924,11924,11924,11924,11924,120896500
2020-03-20,11924,11924,11924,11924,11924,118983900
2020-03-23,11924,11924,11924,11924,11924,124639800
2020-03-24,11924,11924,11924,11924,11924,94881800
2020-03-25,11924,11924,11924,11924,11924,88754900
2020-03-26,11924,11924,11924,11924,11924,79887600
2020-03-27,11924,11924,11924,11924,11924,58845000
2020-03-30,11924,11924,11924,11924,11924,49356900
2020-03-31,11924,11924,11924,11924,11924,62659300
2020-04-01,11924,11924,11924,11924,11924,53715400
2020-04-02,11924,11924,11924,11924,11924,56465300
2020-04-03,11924,11924,11924,11924,11924,47487600
2020-04-06,11924,11924,11924,11924,11924,64763500
2020-04-07,11924,11924,11924,11924,11924,69904500
2020-04-08,11924,11924,11924,11924,11924,45940400
2020-04-09,11924,11924,11924,11924,11924,68252600
2020-04-13,11924,11924,11924,11924,11924,42853900
2020-04-14,11924,11924,11924,11924,11924,63959600
2020-04-15,11924,11924,11924,11924,11924,47036000
2020-04-16,11924,11924,11924,11924,11924,64657400
2020-04-17,11924,11924,11924,11924,11924,62863200
2020-04-20,11924,11924,11924,11924,11924,38249100
2020-04-21,11924,11924,11924,11924,11924,72932800
2020-04-22,11924,11924,11924,11924,11924,40089100
2020-04-23,11924,11924,11924,11924,11924,43278500
2020-04-24,11924,11924,11924,11924,11924,34231900
2020-04-27,11924,11924,11924,11924,11924,36451700
2020-04-28,11924,11924,11924,11924,11924,46862800
2020-04-29,11924,11924,11924,11924,11924,48716400
2020-04-30,11924,11924,11924,11924,11924,43359500
2020-05-01,11924,11924,11924,11924,11924,48795000
2020-05-04,11924,11924,11924,11924,11924,32841000
2020-05-05,11924,11924,11924,11924,11924,37783100
2020-05-06,11924,11924,11924,11924,11924,36455200
2020-05-07,11924,11924,11924,11924,11924,38624800
2020-05-08,11924,11924,11924,11924,11924,31852300
2020-05-11,11924,11924,11924,11924,11924,35714100
2020-05-12,11924,11924,11924,11924,11924,41054100
2020-05-13,11924,11924,11924,11924,11924,65521200
2020-05-14,11924,11924,11924,11924,11924,51549300
2020-05-15,11924,11924,11924,11924,11924,55747200
2020-05-18,11924,11924,11924,11924,11924,42398100
2020-05-19,11924,11924,11924,11924,11924,36237300
2020-05-20,11924,11924,11924,11924,11924,37417000
2020-05-21,11924,11924,11924,11924,11924,43642900
2020-05-22,11924,11924,11924,11924,11924,28762400
2020-05-26,11924,11924,11924,11924,11924,33055300
2020-05-27,11924,11924,11924,11924,11924,55665600
2020-05-28,11924,11924,11924,11924,11924,42784300
2020-05-29,11924,11924,11924,11924,11924,50691800
2020-06-01,11924,11924,11924,11924,11924,25776000
2020-06-02,11924,11924,11924,11924,11924,33383400
2020-06-03,11924,11924,11924,11924,11924,37228700
2020-06-04,11924,11924,11924,11924,11924,38716100
2020-06-05,11924,11924,11924,11924,11924,47365600
2020-06-08,11924,11924,11924,11924,11924,32937300
2020-06-09,11924,11924,11924,11924,11924,35046300
2020-06-10,11924,11924,11924,11924,11924,58084400
2020-06-11,11924,11924,11924,11924,11924,72919400
2020-06-12,11924,11924,11924,11924,11924,72034800
2020-06-15,11924,11924,11924,11924,11924,45307400
2020-06-16,11924,11924,11924,11924,11924,48890100
2020-06-17,11924,11924,11924,11924,11924,34749300
2020-06-18,11924,11924,11924,11924,11924,30578600
2020-06-19,11924,11924,11924,11924,11924,49422100
2020-06-22,11924,11924,11924,11924,11924,24068700
2020-06-23,11924,11924,11924,11924,11924,32767400
2020-06-24,11924,11924,11924,11924,11924,46032400
2020-06-25,11924,11924,11924,11924,11924,36940800
2020-06-26,11924,11924,11924,11924,11924,52824600
2020-06-29,11924,11924,11924,11924,11924,34377800
2020-06-30,11924,11924,11924,11924,11924,38909200
2020-07-01,12886,12886,12886,12886,12886,34689200
2020-07-02,12886,12886,12886,12886,12886,31956500
2020-07-06,12886,12886,12886,12886,12886,34589000
2020-07-07,12886,12886,12886,12886,12886,36578200
2020-07-08,12886,12886,12886,12886,12886,30426300
2020-07-09,12886,12886,12886,12886,12886,40312900
2020-07-10,12886,12886,12886,12886,12886,32885300
2020-07-13,12886,12886,12886,12886,12886,64108100
2020-07-14,12886,12886,12886,12886,12886,72230500
2020-07-15,12886,12886,12886,12886,12886,54523900
2020-07-16,12886,12886,12886,12886,12886,47594100
2020-07-17,12886,12886,12886,12886,12886,35137900
2020-07-20,12886,12886,12886,12886,12886,40610100
2020-07-21,12886,12886,12886,12886,12886,43243800
2020-07-22,12886,12886,12886,12886,12886,29865500
2020-07-23,12886,12886,12886,12886,12886,51363500
2020-07-24,12886,12886,12886,12886,12886,54054500
2020-07-27,12886,12886,12886,12886,12886,36445700
2020-07-28,12886,12886,12886,12886,12886,31302400
2020-07-29,12886,12886,12886,12886,12886,27556900
2020-07-30,12886,12886,12886,12886,12886,41774500
2020-07-31,12886,12886,12886,12886,12886,53686300
2020-08-03,12886,12886,12886,12886,12886,32081600
2020-08-04,12886,12886,12886,12886,12886,24911300
2020-08-05,12886,12886,12886,12886,12886,21612100
2020-08-06,12886,12886,12886,12886,12886,28048200
2020-08-07,12886,12886,12886,12886,12886,44969400
2020-08-10,12886,12886,12886,12886,12886,35088400
2020-08-11,12886,12886,12886,12886,12886,43104300
2020-08-12,12886,12886,12886,12886,12886,38773400
2020-08-13,12886,12886,12886,12886,12886,31895700
2020-08-14,12886,12886,12886,12886,12886,30799500
2020-08-17,12886,12886,12886,12886,12886,24803000
2020-08-18,12886,12886,12886,12886,12886,23529500
2020-08-19,12886,12886,12886,12886,12886,31999400
2020-08-20,12886,12886,12886,12886,12886,27723400
2020-08-21,12886,12886,12886,12886,12886,34748900
2020-08-24,12886,12886,12886,12886,12886,36418500
2020-08-25,12886,12886,12886,12886,12886,34866600
2020-08-26,12886,12886,12886,12886,12886,42216700
2020-08-27,12886,12886,12886,12886,12886,49482700
2020-08-28,12886,12886,12886,12886,12886,28021000
2020-08-31,12886,12886,12886,12886,12886,36321000
2020-09-01,12886,12886,12886,12886,12886,36216200
2020-09-02,12886,12886,12886,12886,12886,50836800
2020-09-03,12886,12886,12886,12886,12886,110083300
2020-09-04,12886,12886,12886,12886,12886,123959000
2020-09-08,12886,12886,12886,12886,12886,99568600
2020-09-09,12886,12886,12886,12886,12886,64837900
2020-09-10,12886,12886,12886,12886,12886,69667500
2020-09-11,12886,12886,12886,12886,12886,71809000
2020-09-14,12886,12886,12886,12886,12886,38525200
2020-09-15,12886,12886,12886,12886,12886,41849900
2020-09-16,12886,12886,12886,12886,12886,42321000
2020-09-17,12886,12886,12886,12886,12886,81570800
2020-09-18,12886,12886,12886,12886,12886,86251100
2020-09-21,12886,12886,12886,12886,12886,57168600
2020-09-22,12886,12886,12886,12886,12886,41128900
2020-09-23,12886,12886,12886,12886,12886,48837300
2020-09-24,12886,12886,12886,12886,12886,70631700
2020-09-25,12886,12886,12886,12886,12886,55242400
2020-09-28,12886,12886,12886,12886,12886,58438300
2020-09-29,12886,12886,12886,12886,12886,27050000
2020-09-30,12886,12886,12886,12886,12886,49380800
2020-10-01,12886,12886,12886,12886,12886,50020200
2020-10-02,12886,12886,12886,12886,12886,75497400
2020-10-05,12886,12886,12886,12886,12886,28184600
2020-10-06,12886,12886,12886,12886,12886,49704200
2020-10-07,12886,12886,12886,12886,12886,27539700
2020-10-08,12886,12886,12886,12886,12886,25443300
2020-10-09,12886,12886,12886,12886,12886,30201100
2020-10-12,12886,12886,12886,12886,12886,79370700
2020-10-13,12886,12886,12886,12886,12886,64240000
2020-10-14,12886,12886,12886,12886,12886,36949100
2020-10-15,12886,12886,12886,12886,12886,42514200
2020-10-16,12886,12886,12886,12886,12886,40570700
2020-10-19,12886,12886,12886,12886,12886,36756800
2020-10-20,12886,12886,12886,12886,12886,32195400
2020-10-21,12886,12886,12886,12886,12886,29306100
2020-10-22,12886,12886,12886,12886,12886,32196200
2020-10-23,12886,12886,12886,12886,12886,24658500
2020-10-26,12886,12886,12886,12886,12886,38421100
2020-10-27,12886,12886,12886,12886,12886,30559100
2020-10-28,12886,12886,12886,12886,12886,53413500
2020-10-29,12886,12886,12886,12886,12886,43246300
2020-10-30,12886,12886,12886,12886,12886,65838300
2020-11-02,12886,12886,12886,12886,12886,39987400
2020-11-03,12886,12886,12886,12886,12886,43604100
2020-11-04,12886,12886,12886,12886,12886,75728200
2020-11-05,12886,12886,12886,12886,12886,52054200
2020-11-06,12886,12886,12886,12886,12886,40959800
2020-11-09,12886,12886,12886,12886,12886,86537100
2020-11-10,12886,12886,12886,12886,12886,69024900
2020-11-11,12886,12886,12886,12886,12886,36102900
2020-11-12,12886,12886,12886,12886,12886,34414600
2020-11-13,12886,12886,12886,12886,12886,24806900
2020-11-16,12886,12886,12886,12886,12886,30168400
2020-11-17,12886,12886,12886,12886,12886,21843500
2020-11-18,12886,12886,12886,12886,12886,28069600
2020-11-19,12886,12886,12886,12886,12886,22718400
2020-11-20,12886,12886,12886,12886,12886,25907300
2020-11-23,12886,12886,12886,12886,12886,26875600
2020-11-24,12886,12886,12886,12886,12886,24516800
2020-11-25,12886,12886,12886,12886,12886,23326800
2020-11-27,12886,12886,12886,12886,12886,17163100
2020-11-30,12886,12886,12886,12886,12886,27836200
2020-12-01,12886,12886,12886,12886,12886,27521300
2020-12-02,12886,12886,12886,12886,12886,23620000
2020-12-03,12886,12886,12886,12886,12886,22828700
2020-12-04,12886,12886,12886,12886,12886,19332100
2020-12-07,12886,12886,12886,12886,12886,20851000
2020-12-08,12886,12886,12886,12886,12886,18341500
2020-12-09,12886,12886,12886,12886,12886,48839300
2020-12-10,12886,12886,12886,12886,12886,27519500
2020-12-11,12886,12886,12886,12886,12886,26760400
2020-12-14,12886,12886,12886,12886,12886,28804800
2020-12-15,12886,12886,12886,12886,12886,25709000
2020-12-16,12886,12886,12886,12886,12886,25461900
2020-12-17,12886,12886,12886,12886,12886,23730500
2020-12-18,12886,12886,12886,12886,12886,41173400
2020-12-21,12886,12886,12886,12886,12886,37095500
2020-12-22,12886,12886,12886,12886,12886,26176300
2020-12-23,12886,12886,12886,12886,12886,21201300
2020-12-24,12886,12886,12886,12886,12886,16785000
2020-12-28,12886,12886,12886,12886,12886,22497700
2020-12-29,12886,12886,12886,12886,12886,25871900
2020-12-30,12886,12886,12886,12886,12886,18138100
2020-12-31,12886,12886,12886,12886,12886,21611400
2021-01-04,13848,13848,13848,13848,13848,45305900
2021-01-05,13848,13848,13848,13848,13848,29323400
2021-01-06,13848,13848,13848,13848,13848,52809600
2021-01-07,13848,13848,13848,13848,13848,30394800
2021-01-08,13848,13848,13848,13848,13848,33955800
2021-01-11,13848,13848,13848,13848,13848,32746400
2021-01-12,13848,13848,13848,13848,13848,29266800
2021-01-13,13848,13848,13848,13848,13848,22898400
2021-01-14,13848,13848,13848,13848,13848,23500100
2021-01-15,13848,13848,13848,13848,13848,35118700
2021-01-19,13848,13848,13848,13848,13848,24537000
2021-01-20,13848,13848,13848,13848,13848,30728100
2021-01-21,13848,13848,13848,13848,13848,25130600
2021-01-22,13848,13848,13848,13848,13848,21609400
2021-01-25,13848,13848,13848,13848,13848,39080600
2021-01-26,13848,13848,13848,13848,13848,25498100
2021-01-27,13848,13848,13848,13848,13848,55264000
2021-01-28,13848,13848,13848,13848,13848,42836300
2021-01-29,13848,13848,13848,13848,13848,55259000
2021-02-01,13848,13848,13848,13848,13848,35646000
2021-02-02,13848,13848,13848,13848,13848,33930800
2021-02-03,13848,13848,13848,13848,13848,24824500
2021-02-04,13848,13848,13848,13848,13848,22350900
2021-02-05,13848,13848,13848,13848,13848,22732000
2021-02-08,13848,13848,13848,13848,13848,20462800
2021-02-09,13848,13848,13848,13848,13848,17597500
2021-02-10,13848,13848,13848,13848,13848,28068700
2021-02-11,13848,13848,13848,13848,13848,22046100
2021-02-12,13848,13848,13848,13848,13848,20346800
2021-02-16,13848,13848,13848,13848,13848,27080800
2021-02-17,13848,13848,13848,13848,13848,31360300
